battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
1688.0,1.0,0.8,0.0,0.0,0.0,14.0,0.9,118.0,1.0,2.0,48.0,1425.0,1773.0,13.0,0,18,1,1,1
1039.0,0.0,0.6,0.0,5.0,1.0,6.0,0.1,136.0,6.0,8.0,62.0,544.0,3212.0,15.0,7,7,1,0,1
644.0,1.0,0.5,1.0,9.0,0.0,15.0,0.2,139.0,5.0,10.0,627.0,630.0,3836.0,10.0,9,10,1,0,1
1208.0,0.0,2.7,0.0,0.0,0.0,17.0,0.2,168.0,2.0,1.0,1686.0,1793.0,2165.0,9.0,1,19,1,1,1
1030.0,0.0,1.6,1.0,3.0,1.0,58.0,0.2,138.0,6.0,20.0,1111.0,1812.0,2858.0,6.0,2,18,1,1,1
1082.0,1.0,0.9,0.0,4.0,1.0,24.0,0.9,167.0,7.0,9.0,425.0,761.0,1428.0,16.0,0,12,1,1,0
1615.0,0.0,0.5,0.0,14.0,0.0,15.0,0.1,132.0,4.0,,622.0,1256.0,3488.0,16.0,2,3,0,0,1
1652.0,1.0,1.5,1.0,1.0,0.0,57.0,0.1,175.0,6.0,17.0,555.0,714.0,489.0,12.0,2,2,1,1,1
712.0,0.0,2.5,1.0,1.0,0.0,49.0,0.6,99.0,6.0,3.0,1131.0,1743.0,401.0,5.0,0,10,1,0,1
1254.0,0.0,1.7,0.0,0.0,1.0,45.0,0.4,146.0,3.0,3.0,1571.0,1956.0,606.0,7.0,2,2,1,1,1
1930.0,0.0,1.3,0.0,2.0,0.0,57.0,0.2,151.0,1.0,9.0,678.0,1117.0,682.0,16.0,10,8,0,0,1
1310.0,0.0,2.3,1.0,3.0,0.0,15.0,0.2,150.0,5.0,11.0,954.0,970.0,2518.0,18.0,17,5,0,1,1
853.0,0.0,0.6,1.0,3.0,1.0,40.0,0.7,166.0,4.0,9.0,476.0,1382.0,2510.0,8.0,3,6,1,1,0
809.0,0.0,0.8,0.0,10.0,0.0,21.0,0.9,91.0,7.0,19.0,1453.0,1726.0,1274.0,18.0,7,3,0,0,0
687.0,0.0,0.6,1.0,13.0,1.0,14.0,0.4,185.0,2.0,16.0,721.0,1620.0,1580.0,19.0,4,19,1,1,1
1555.0,0.0,0.5,1.0,8.0,1.0,2.0,0.9,90.0,2.0,11.0,57.0,516.0,3596.0,11.0,6,6,1,1,1
1568.0,1.0,0.5,0.0,16.0,0.0,33.0,1.0,150.0,8.0,20.0,413.0,654.0,508.0,5.0,1,6,1,1,1
1774.0,1.0,0.5,1.0,1.0,0.0,45.0,0.8,145.0,4.0,16.0,217.0,1159.0,879.0,10.0,0,3,0,0,0
600.0,0.0,0.5,0.0,0.0,0.0,14.0,0.8,112.0,5.0,2.0,320.0,747.0,1655.0,18.0,0,9,0,0,0
560.0,0.0,0.5,0.0,14.0,0.0,23.0,1.0,146.0,8.0,15.0,356.0,1903.0,2360.0,17.0,16,18,0,1,1
1254.0,1.0,1.2,0.0,2.0,1.0,27.0,0.2,134.0,2.0,10.0,1288.0,1372.0,817.0,14.0,1,16,1,1,1
1045.0,0.0,1.5,1.0,5.0,0.0,25.0,0.3,83.0,2.0,10.0,440.0,1730.0,2267.0,18.0,4,4,1,1,1
1445.0,1.0,1.4,0.0,11.0,1.0,8.0,0.7,164.0,4.0,14.0,772.0,1766.0,3120.0,7.0,3,15,1,0,0
1653.0,0.0,0.5,1.0,2.0,1.0,37.0,0.9,176.0,4.0,6.0,447.0,1785.0,3955.0,19.0,4,18,1,1,1
1749.0,1.0,0.5,1.0,7.0,1.0,49.0,0.8,178.0,1.0,8.0,470.0,775.0,2195.0,5.0,4,4,1,0,1
1744.0,0.0,2.8,0.0,0.0,1.0,62.0,0.7,158.0,1.0,0.0,621.0,1558.0,345.0,10.0,6,14,1,0,0
1679.0,1.0,1.5,0.0,2.0,1.0,4.0,0.1,133.0,4.0,3.0,349.0,531.0,1557.0,16.0,15,12,1,0,1
1890.0,0.0,1.1,0.0,4.0,1.0,48.0,0.5,127.0,4.0,5.0,1438.0,1832.0,2392.0,10.0,4,15,1,0,1
1372.0,0.0,0.6,0.0,3.0,1.0,42.0,0.7,124.0,6.0,10.0,68.0,1998.0,3208.0,18.0,5,9,1,1,1
718.0,0.0,2.8,0.0,10.0,0.0,59.0,0.8,113.0,6.0,13.0,1185.0,1387.0,1824.0,11.0,9,3,1,1,0
869.0,0.0,1.3,1.0,3.0,0.0,34.0,0.1,104.0,2.0,4.0,478.0,539.0,3864.0,13.0,3,11,1,0,0
921.0,1.0,2.2,1.0,12.0,1.0,10.0,0.1,170.0,7.0,18.0,1272.0,1469.0,,8.0,2,11,1,1,0
767.0,1.0,0.5,1.0,4.0,0.0,30.0,0.8,100.0,5.0,8.0,798.0,1955.0,3485.0,9.0,1,4,1,0,1
1646.0,1.0,2.3,0.0,8.0,1.0,41.0,0.2,185.0,2.0,10.0,1725.0,1932.0,3339.0,18.0,10,19,1,1,0
1963.0,0.0,0.5,0.0,7.0,1.0,38.0,0.4,193.0,3.0,15.0,948.0,1406.0,2699.0,7.0,0,10,1,1,0
915.0,0.0,1.1,0.0,6.0,0.0,56.0,0.6,187.0,8.0,17.0,532.0,1448.0,905.0,19.0,10,12,0,1,0
511.0,1.0,0.7,0.0,12.0,1.0,43.0,0.4,120.0,4.0,15.0,1291.0,1583.0,3370.0,16.0,5,6,1,0,0
1868.0,1.0,0.5,0.0,2.0,1.0,40.0,0.9,179.0,8.0,17.0,576.0,884.0,298.0,8.0,2,17,1,1,0
,0.0,1.5,0.0,1.0,1.0,63.0,0.7,111.0,2.0,10.0,274.0,1079.0,2754.0,19.0,10,8,1,1,1
1296.0,0.0,0.9,1.0,0.0,1.0,14.0,0.5,124.0,5.0,3.0,811.0,,490.0,7.0,1,4,1,1,1
793.0,0.0,1.2,1.0,1.0,1.0,38.0,0.6,176.0,4.0,7.0,1226.0,1815.0,3139.0,6.0,1,12,1,1,1
1567.0,0.0,2.1,1.0,3.0,0.0,22.0,0.8,153.0,3.0,19.0,190.0,1326.0,3991.0,15.0,2,10,1,0,0
1670.0,1.0,3.0,0.0,14.0,0.0,62.0,0.5,114.0,8.0,20.0,1117.0,1330.0,3024.0,6.0,0,20,0,0,1
1700.0,0.0,0.5,1.0,1.0,0.0,33.0,0.8,189.0,5.0,2.0,382.0,1151.0,2477.0,9.0,8,3,0,0,1
1057.0,1.0,0.5,0.0,4.0,1.0,42.0,0.7,112.0,7.0,7.0,809.0,824.0,2688.0,6.0,3,3,1,0,0
1793.0,0.0,0.7,1.0,11.0,0.0,27.0,0.4,154.0,5.0,13.0,586.0,722.0,1370.0,16.0,3,19,1,0,1
1403.0,1.0,0.5,0.0,4.0,1.0,42.0,0.5,144.0,8.0,9.0,1156.0,1252.0,1381.0,12.0,7,3,1,0,1
1795.0,1.0,0.6,1.0,10.0,0.0,52.0,0.3,140.0,2.0,16.0,855.0,910.0,3876.0,18.0,17,2,1,0,0
1608.0,0.0,1.8,1.0,7.0,0.0,28.0,0.4,183.0,2.0,13.0,1013.0,1158.0,489.0,15.0,11,8,0,0,1
1001.0,0.0,0.8,0.0,0.0,0.0,48.0,1.0,98.0,5.0,0.0,471.0,655.0,1485.0,10.0,2,11,1,1,1
588.0,0.0,2.9,1.0,1.0,0.0,40.0,0.3,116.0,6.0,5.0,185.0,923.0,2780.0,5.0,2,14,0,1,0
1559.0,1.0,1.6,1.0,6.0,1.0,6.0,0.5,162.0,6.0,17.0,179.0,1559.0,3352.0,9.0,1,3,1,1,1
1309.0,0.0,1.1,1.0,0.0,0.0,33.0,0.5,100.0,4.0,14.0,557.0,1402.0,2334.0,10.0,1,11,1,0,1
1383.0,0.0,1.7,0.0,11.0,1.0,40.0,0.1,147.0,6.0,19.0,487.0,507.0,2510.0,18.0,9,19,1,1,0
1263.0,1.0,1.4,1.0,1.0,1.0,32.0,0.4,103.0,2.0,2.0,409.0,644.0,3372.0,18.0,13,10,1,1,0
1762.0,1.0,2.5,0.0,10.0,1.0,15.0,0.3,107.0,8.0,11.0,1103.0,1364.0,2183.0,8.0,3,11,1,1,0
657.0,0.0,1.6,1.0,0.0,0.0,35.0,0.6,143.0,5.0,14.0,1189.0,1545.0,3617.0,17.0,14,14,0,0,1
1698.0,0.0,2.1,0.0,5.0,1.0,18.0,0.9,160.0,6.0,20.0,363.0,994.0,796.0,13.0,3,14,1,0,1
1093.0,0.0,1.1,1.0,0.0,0.0,42.0,0.4,114.0,1.0,4.0,762.0,1425.0,2856.0,12.0,3,2,0,0,1
1130.0,0.0,1.8,1.0,0.0,0.0,27.0,0.9,101.0,1.0,8.0,1495.0,1579.0,315.0,14.0,5,11,1,1,0
912.0,1.0,2.8,1.0,6.0,1.0,46.0,0.4,84.0,4.0,11.0,995.0,1310.0,851.0,8.0,4,4,1,1,1
930.0,1.0,0.5,1.0,3.0,1.0,34.0,0.5,190.0,4.0,16.0,1050.0,1726.0,2131.0,7.0,2,6,1,0,1
1339.0,1.0,0.5,1.0,10.0,1.0,21.0,0.5,80.0,4.0,11.0,833.0,1441.0,867.0,8.0,3,3,1,1,0
675.0,0.0,2.3,0.0,10.0,0.0,60.0,0.9,144.0,5.0,15.0,192.0,757.0,1735.0,7.0,0,13,1,0,1
667.0,0.0,1.3,1.0,4.0,1.0,6.0,0.1,149.0,6.0,10.0,272.0,870.0,3566.0,9.0,5,12,1,0,1
1150.0,,2.7,0.0,0.0,0.0,39.0,0.4,151.0,8.0,1.0,397.0,800.0,999.0,6.0,2,11,1,1,0
1328.0,1.0,0.5,0.0,5.0,1.0,27.0,0.3,144.0,3.0,18.0,602.0,1156.0,2674.0,7.0,2,5,1,0,1
1703.0,1.0,0.5,0.0,5.0,1.0,23.0,0.2,92.0,6.0,7.0,,521.0,793.0,7.0,3,17,1,1,0
597.0,1.0,3.0,1.0,0.0,0.0,16.0,0.5,140.0,2.0,0.0,35.0,708.0,3788.0,12.0,0,5,0,0,1
1397.0,0.0,2.9,1.0,,0.0,9.0,0.5,87.0,6.0,18.0,1308.0,1991.0,3137.0,12.0,1,11,1,1,1
1901.0,1.0,0.5,0.0,5.0,1.0,41.0,0.6,131.0,2.0,17.0,3.0,1662.0,368.0,5.0,1,12,1,0,0
1789.0,1.0,1.8,1.0,6.0,1.0,36.0,0.5,123.0,6.0,11.0,418.0,1740.0,815.0,5.0,0,9,1,1,0
963.0,0.0,0.5,0.0,1.0,1.0,60.0,0.8,156.0,3.0,3.0,742.0,821.0,2722.0,,6,16,1,0,0
1448.0,0.0,1.4,1.0,13.0,,26.0,1.0,156.0,3.0,16.0,1792.0,1850.0,1175.0,12.0,9,6,0,1,0
980.0,0.0,0.5,0.0,1.0,0.0,8.0,0.1,91.0,5.0,5.0,54.0,658.0,625.0,17.0,3,7,0,1,1
1347.0,0.0,1.5,1.0,10.0,0.0,56.0,0.3,95.0,1.0,19.0,398.0,1528.0,2456.0,13.0,0,13,1,1,1
1067.0,0.0,1.8,1.0,11.0,0.0,14.0,0.2,146.0,1.0,15.0,965.0,1009.0,966.0,5.0,0,13,0,0,1
1273.0,1.0,0.7,0.0,1.0,0.0,23.0,0.6,178.0,6.0,14.0,485.0,1399.0,558.0,8.0,5,13,1,0,0
1517.0,0.0,1.6,1.0,0.0,1.0,42.0,0.7,101.0,3.0,1.0,483.0,1814.0,2162.0,9.0,0,18,1,1,0
968.0,0.0,0.6,0.0,8.0,1.0,7.0,0.7,151.0,1.0,17.0,504.0,1930.0,1357.0,15.0,1,16,1,1,0
913.0,0.0,2.9,0.0,13.0,1.0,34.0,0.7,183.0,4.0,19.0,578.0,1726.0,2800.0,7.0,2,9,1,1,0
1138.0,0.0,1.4,0.0,12.0,1.0,44.0,0.2,187.0,8.0,17.0,111.0,1138.0,3475.0,19.0,3,3,1,0,0
1314.0,0.0,2.9,1.0,8.0,1.0,41.0,0.1,155.0,4.0,12.0,113.0,577.0,626.0,10.0,4,4,1,1,1
1342.0,0.0,1.0,0.0,0.0,,31.0,0.6,86.0,7.0,1.0,991.0,1638.0,2746.0,15.0,5,10,1,1,0
1820.0,1.0,1.7,1.0,0.0,1.0,64.0,0.6,161.0,1.0,3.0,1157.0,1951.0,574.0,10.0,2,18,1,1,0
671.0,0.0,0.5,0.0,1.0,0.0,38.0,0.1,105.0,8.0,5.0,605.0,722.0,2210.0,6.0,1,18,0,1,1
1753.0,0.0,0.5,1.0,0.0,1.0,31.0,0.1,134.0,1.0,18.0,1590.0,1926.0,1324.0,17.0,0,17,1,0,1
1859.0,0.0,0.5,1.0,0.0,1.0,47.0,0.1,85.0,7.0,0.0,35.0,1706.0,2691.0,14.0,13,19,1,0,1
1911.0,1.0,2.0,0.0,7.0,1.0,64.0,0.6,163.0,8.0,8.0,1795.0,1958.0,3872.0,9.0,8,11,1,1,0
1657.0,0.0,2.6,1.0,3.0,1.0,22.0,0.5,87.0,4.0,20.0,1019.0,1535.0,1852.0,15.0,5,12,1,1,0
904.0,0.0,2.4,0.0,5.0,1.0,55.0,0.6,158.0,4.0,13.0,529.0,764.0,2008.0,6.0,1,16,1,0,0
702.0,1.0,1.2,1.0,1.0,0.0,38.0,1.0,82.0,5.0,7.0,2.0,1152.0,3131.0,11.0,9,2,0,0,0
743.0,0.0,0.5,1.0,0.0,1.0,33.0,0.3,95.0,2.0,1.0,1587.0,1659.0,316.0,19.0,10,4,1,0,0
1765.0,1.0,2.0,0.0,7.0,0.0,18.0,0.9,85.0,4.0,8.0,791.0,1580.0,1199.0,7.0,4,10,1,0,0
547.0,0.0,2.4,1.0,4.0,1.0,3.0,0.4,197.0,8.0,5.0,98.0,1506.0,1972.0,11.0,5,3,1,1,0
1515.0,0.0,2.6,0.0,0.0,1.0,56.0,0.9,184.0,3.0,1.0,1438.0,1593.0,262.0,14.0,4,20,1,1,0
1404.0,0.0,2.1,0.0,16.0,0.0,44.0,0.9,151.0,1.0,20.0,1703.0,1880.0,1196.0,10.0,6,5,0,0,1
1122.0,0.0,1.2,0.0,9.0,0.0,2.0,0.6,120.0,4.0,14.0,331.0,790.0,3291.0,11.0,2,13,1,1,1
582.0,0.0,0.5,0.0,8.0,0.0,32.0,0.7,107.0,3.0,11.0,1043.0,1702.0,2977.0,6.0,1,20,0,1,1
1527.0,0.0,2.7,0.0,10.0,1.0,60.0,0.1,154.0,5.0,14.0,526.0,1116.0,2078.0,5.0,3,11,1,1,1
1633.0,0.0,1.7,1.0,3.0,1.0,33.0,0.9,111.0,2.0,19.0,146.0,906.0,511.0,9.0,0,7,1,1,0
1975.0,1.0,1.5,,6.0,1.0,16.0,0.9,128.0,8.0,11.0,80.0,655.0,2998.0,5.0,4,13,1,1,0
765.0,0.0,0.5,1.0,0.0,1.0,47.0,0.3,115.0,8.0,1.0,1277.0,1429.0,2243.0,11.0,7,4,1,0,1
1842.0,1.0,0.5,0.0,0.0,1.0,19.0,0.2,147.0,3.0,0.0,565.0,709.0,585.0,11.0,3,19,1,0,0
814.0,1.0,1.1,1.0,2.0,0.0,41.0,0.8,177.0,2.0,10.0,1092.0,1406.0,1944.0,16.0,6,12,1,0,0
1479.0,0.0,0.5,0.0,8.0,0.0,19.0,0.6,156.0,3.0,10.0,180.0,1476.0,3323.0,13.0,12,6,1,0,1
1825.0,0.0,1.1,1.0,13.0,1.0,17.0,0.1,157.0,4.0,18.0,1621.0,1773.0,3130.0,12.0,4,2,1,0,1
1599.0,1.0,0.5,0.0,4.0,0.0,31.0,0.1,130.0,2.0,5.0,1816.0,1917.0,1234.0,11.0,10,9,0,1,0
1929.0,1.0,0.5,1.0,0.0,1.0,19.0,1.0,163.0,6.0,2.0,349.0,1051.0,1913.0,12.0,7,6,1,1,0
1185.0,0.0,1.4,0.0,1.0,1.0,8.0,0.5,80.0,1.0,12.0,477.0,825.0,1223.0,5.0,0,14,1,0,0
808.0,0.0,2.3,0.0,3.0,0.0,45.0,0.8,161.0,1.0,9.0,526.0,1324.0,3431.0,15.0,6,13,0,1,1
1179.0,1.0,0.5,0.0,7.0,1.0,32.0,0.3,182.0,2.0,12.0,85.0,1451.0,340.0,16.0,5,16,1,0,0
730.0,0.0,1.5,0.0,9.0,0.0,9.0,0.7,122.0,4.0,15.0,1371.0,1677.0,2787.0,10.0,8,7,1,0,1
1670.0,1.0,1.6,1.0,0.0,0.0,47.0,0.8,139.0,8.0,15.0,1706.0,1886.0,876.0,16.0,0,5,1,1,0
819.0,1.0,0.5,0.0,5.0,1.0,16.0,0.1,163.0,1.0,10.0,663.0,1788.0,3325.0,15.0,5,16,1,0,0
1130.0,1.0,0.5,1.0,1.0,1.0,29.0,0.7,130.0,1.0,14.0,593.0,1327.0,432.0,6.0,1,10,1,1,1
1730.0,0.0,0.5,1.0,4.0,0.0,54.0,0.7,93.0,3.0,7.0,283.0,1151.0,1695.0,19.0,5,17,0,1,0
1830.0,1.0,1.0,0.0,7.0,1.0,47.0,0.3,117.0,1.0,11.0,1191.0,1882.0,3362.0,13.0,10,11,1,0,0
706.0,0.0,0.5,0.0,13.0,1.0,31.0,0.1,108.0,3.0,19.0,543.0,938.0,2419.0,8.0,7,4,1,0,1
1592.0,0.0,2.1,0.0,6.0,1.0,50.0,0.1,181.0,2.0,17.0,510.0,522.0,2103.0,19.0,8,7,1,0,0
707.0,0.0,2.1,1.0,2.0,0.0,25.0,0.8,131.0,3.0,17.0,495.0,574.0,,9.0,2,7,1,0,1
657.0,1.0,0.8,1.0,4.0,0.0,45.0,0.1,87.0,1.0,6.0,843.0,1260.0,2273.0,15.0,12,10,0,1,0
1329.0,1.0,1.7,0.0,5.0,1.0,23.0,0.6,198.0,8.0,6.0,380.0,682.0,2308.0,11.0,10,9,1,1,0
965.0,1.0,1.4,0.0,1.0,0.0,13.0,0.9,197.0,8.0,2.0,645.0,1275.0,2343.0,17.0,12,15,1,0,0
1872.0,0.0,0.5,0.0,5.0,1.0,26.0,0.5,172.0,4.0,10.0,672.0,1088.0,2273.0,8.0,4,8,1,0,1
633.0,1.0,1.4,0.0,0.0,1.0,46.0,,102.0,6.0,10.0,709.0,1915.0,1401.0,19.0,14,11,1,1,0
1956.0,0.0,1.2,1.0,10.0,1.0,5.0,0.8,156.0,4.0,11.0,870.0,1753.0,2130.0,7.0,3,10,1,1,1
1986.0,0.0,0.5,0.0,7.0,0.0,51.0,0.4,95.0,3.0,9.0,342.0,774.0,3165.0,5.0,0,13,1,0,0
860.0,1.0,1.3,1.0,8.0,1.0,40.0,,170.0,3.0,13.0,1573.0,1581.0,2832.0,13.0,7,20,1,1,1
507.0,0.0,1.1,0.0,5.0,0.0,33.0,0.6,186.0,1.0,6.0,535.0,897.0,2884.0,18.0,7,7,0,0,0
559.0,1.0,0.5,1.0,0.0,1.0,24.0,0.8,103.0,4.0,5.0,537.0,627.0,2023.0,14.0,1,2,1,0,0
954.0,1.0,0.5,,0.0,0.0,50.0,0.3,134.0,2.0,11.0,228.0,1058.0,438.0,17.0,0,2,1,0,0
1207.0,0.0,0.5,0.0,0.0,0.0,58.0,0.3,112.0,8.0,0.0,406.0,681.0,503.0,7.0,3,5,1,1,0
1589.0,1.0,0.6,1.0,0.0,1.0,58.0,0.9,85.0,7.0,7.0,319.0,1206.0,,19.0,10,6,1,1,1
916.0,1.0,1.1,1.0,5.0,1.0,44.0,0.9,116.0,3.0,16.0,893.0,1132.0,2367.0,8.0,5,7,1,0,1
772.0,0.0,2.6,1.0,7.0,0.0,,0.1,100.0,2.0,10.0,,1471.0,929.0,13.0,6,18,0,1,1
1699.0,0.0,0.5,1.0,1.0,0.0,59.0,0.5,97.0,4.0,3.0,466.0,1768.0,3796.0,17.0,10,12,0,1,1
1695.0,0.0,0.5,1.0,6.0,1.0,46.0,0.7,200.0,3.0,9.0,1791.0,1898.0,446.0,16.0,13,15,1,1,1
1289.0,0.0,0.8,1.0,3.0,1.0,16.0,0.9,161.0,6.0,17.0,713.0,1854.0,3167.0,14.0,8,20,1,1,0
1975.0,1.0,1.9,1.0,2.0,0.0,31.0,0.9,151.0,1.0,17.0,775.0,1607.0,3022.0,13.0,5,19,0,0,1
720.0,1.0,0.9,1.0,12.0,1.0,14.0,0.8,165.0,4.0,14.0,366.0,1234.0,1086.0,14.0,7,3,1,1,0
1494.0,0.0,2.4,0.0,6.0,1.0,3.0,0.9,93.0,7.0,17.0,944.0,1003.0,1208.0,14.0,13,17,1,1,0
1545.0,0.0,1.3,1.0,15.0,1.0,35.0,0.1,173.0,5.0,20.0,115.0,1352.0,3197.0,14.0,9,6,1,0,1
1930.0,1.0,2.0,0.0,11.0,0.0,16.0,0.8,186.0,8.0,12.0,1901.0,1920.0,1783.0,17.0,3,13,0,0,1
1351.0,1.0,0.7,0.0,10.0,0.0,48.0,0.5,134.0,8.0,16.0,700.0,727.0,3781.0,15.0,0,5,0,0,1
1202.0,0.0,2.5,1.0,3.0,0.0,22.0,0.4,112.0,2.0,8.0,1900.0,1959.0,291.0,5.0,2,4,0,0,0
1598.0,1.0,1.0,1.0,8.0,1.0,49.0,0.5,115.0,2.0,14.0,537.0,1233.0,1313.0,12.0,2,7,1,1,0
764.0,0.0,1.0,1.0,9.0,1.0,45.0,0.5,124.0,8.0,11.0,52.0,539.0,1341.0,19.0,1,12,1,0,0
1661.0,0.0,,1.0,5.0,0.0,23.0,1.0,172.0,5.0,10.0,846.0,1634.0,2676.0,12.0,6,11,0,1,1
1082.0,0.0,0.8,0.0,0.0,0.0,38.0,0.1,198.0,8.0,5.0,986.0,1191.0,2337.0,6.0,1,17,0,1,1
1962.0,1.0,0.7,1.0,1.0,1.0,18.0,0.9,159.0,7.0,6.0,282.0,507.0,2026.0,10.0,3,15,1,0,1
871.0,1.0,1.7,1.0,0.0,0.0,56.0,0.6,124.0,6.0,2.0,483.0,1045.0,1794.0,13.0,4,4,1,1,0
1733.0,1.0,1.9,1.0,14.0,0.0,28.0,0.8,104.0,3.0,15.0,749.0,1203.0,2246.0,18.0,6,12,1,1,0
1036.0,0.0,0.9,0.0,16.0,0.0,9.0,0.2,119.0,3.0,18.0,70.0,502.0,299.0,11.0,8,16,1,1,0
852.0,0.0,1.0,1.0,4.0,1.0,62.0,0.7,104.0,7.0,13.0,293.0,1159.0,2253.0,17.0,4,7,1,1,0
1742.0,0.0,2.3,1.0,9.0,1.0,43.0,0.4,170.0,7.0,12.0,453.0,681.0,2610.0,12.0,3,10,1,0,1
520.0,0.0,0.6,1.0,2.0,1.0,44.0,0.6,127.0,3.0,9.0,12.0,914.0,3616.0,15.0,4,18,1,0,0
1859.0,0.0,0.5,0.0,0.0,1.0,52.0,1.0,187.0,1.0,2.0,651.0,966.0,1604.0,15.0,12,10,1,0,0
1722.0,1.0,1.0,0.0,7.0,0.0,25.0,0.8,88.0,6.0,19.0,1179.0,1638.0,2376.0,5.0,1,19,0,0,1
656.0,0.0,2.7,1.0,0.0,1.0,48.0,0.2,164.0,2.0,0.0,303.0,508.0,1132.0,5.0,0,14,1,0,0
1187.0,0.0,0.6,1.0,0.0,1.0,4.0,0.7,92.0,8.0,0.0,709.0,1306.0,2518.0,14.0,12,20,1,1,1
908.0,0.0,2.1,0.0,1.0,0.0,44.0,0.6,95.0,5.0,2.0,154.0,941.0,3518.0,16.0,12,7,1,1,1
1715.0,1.0,0.5,1.0,8.0,1.0,47.0,0.4,116.0,8.0,9.0,900.0,1219.0,3163.0,18.0,15,11,1,0,1
555.0,1.0,0.5,1.0,2.0,0.0,17.0,0.2,163.0,5.0,12.0,956.0,1010.0,343.0,19.0,14,3,0,1,1
819.0,1.0,2.5,1.0,0.0,1.0,11.0,0.2,83.0,8.0,1.0,438.0,822.0,1094.0,10.0,5,15,1,0,0
1672.0,1.0,0.5,1.0,13.0,1.0,32.0,0.7,174.0,1.0,20.0,1281.0,1896.0,1267.0,17.0,4,20,1,1,0
1470.0,0.0,0.5,0.0,0.0,0.0,54.0,0.1,84.0,6.0,1.0,556.0,1512.0,1790.0,16.0,7,19,0,1,1
1524.0,0.0,2.5,1.0,11.0,1.0,41.0,1.0,96.0,4.0,20.0,184.0,740.0,1936.0,7.0,0,9,1,1,1
1891.0,0.0,2.8,0.0,7.0,1.0,37.0,0.4,129.0,7.0,14.0,169.0,1108.0,3704.0,8.0,6,11,1,0,0
1126.0,0.0,0.7,0.0,3.0,0.0,49.0,0.9,165.0,8.0,17.0,114.0,1726.0,3739.0,14.0,1,13,1,0,0
551.0,1.0,2.8,0.0,0.0,1.0,54.0,0.1,172.0,7.0,15.0,169.0,1916.0,1414.0,6.0,1,19,1,0,1
1848.0,0.0,1.3,,7.0,0.0,12.0,0.1,178.0,2.0,19.0,195.0,533.0,3915.0,9.0,7,8,0,0,1
1554.0,0.0,2.7,1.0,3.0,1.0,47.0,0.7,185.0,5.0,12.0,319.0,1367.0,509.0,12.0,3,19,1,0,0
821.0,0.0,1.8,1.0,5.0,0.0,54.0,0.1,109.0,3.0,9.0,253.0,1786.0,3185.0,8.0,4,15,1,0,0
1146.0,0.0,0.5,1.0,4.0,1.0,21.0,0.5,152.0,7.0,6.0,841.0,994.0,1182.0,15.0,2,19,1,0,0
714.0,1.0,0.5,0.0,1.0,0.0,30.0,0.3,145.0,4.0,2.0,643.0,1527.0,2302.0,12.0,10,10,0,1,1
1993.0,1.0,0.5,0.0,10.0,1.0,27.0,0.3,147.0,8.0,11.0,150.0,510.0,2437.0,14.0,0,9,1,0,0
1979.0,0.0,0.5,1.0,15.0,0.0,54.0,0.3,136.0,3.0,19.0,669.0,1311.0,3151.0,12.0,1,20,1,1,1
1276.0,1.0,3.0,0.0,5.0,1.0,33.0,0.6,136.0,4.0,13.0,15.0,1719.0,2395.0,11.0,1,10,1,1,0
1878.0,0.0,1.5,1.0,5.0,1.0,56.0,0.3,139.0,5.0,13.0,183.0,559.0,2711.0,8.0,2,3,1,1,1
630.0,0.0,2.0,0.0,9.0,1.0,14.0,0.5,180.0,8.0,13.0,66.0,1448.0,1212.0,12.0,8,12,1,0,0
685.0,1.0,0.5,1.0,0.0,0.0,12.0,0.5,121.0,6.0,15.0,79.0,633.0,793.0,5.0,4,11,0,0,1
841.0,1.0,0.5,1.0,8.0,0.0,39.0,0.1,199.0,6.0,13.0,546.0,828.0,2942.0,11.0,5,16,0,1,1
1979.0,1.0,1.6,1.0,0.0,0.0,32.0,0.2,165.0,7.0,1.0,833.0,1630.0,452.0,13.0,6,14,0,1,0
1164.0,0.0,1.0,0.0,4.0,1.0,19.0,0.9,95.0,8.0,18.0,729.0,1704.0,3309.0,15.0,3,3,1,0,1
1433.0,1.0,2.3,0.0,8.0,1.0,27.0,0.9,153.0,7.0,12.0,1619.0,1651.0,3900.0,18.0,16,2,1,0,1
1110.0,0.0,1.5,0.0,2.0,1.0,12.0,0.3,153.0,8.0,5.0,961.0,1950.0,624.0,9.0,7,15,1,0,0
1749.0,0.0,1.1,0.0,9.0,0.0,57.0,0.6,183.0,3.0,15.0,415.0,589.0,786.0,8.0,1,9,1,1,1
894.0,0.0,0.5,1.0,1.0,1.0,50.0,0.5,199.0,3.0,14.0,1285.0,1462.0,3615.0,13.0,0,6,1,0,1
1519.0,0.0,2.9,0.0,2.0,0.0,,0.7,112.0,7.0,8.0,1122.0,1702.0,2440.0,9.0,5,10,1,1,1
975.0,1.0,0.9,0.0,5.0,0.0,6.0,0.6,163.0,6.0,17.0,769.0,1669.0,3787.0,8.0,7,18,0,0,0
1285.0,0.0,2.4,0.0,1.0,1.0,51.0,1.0,140.0,7.0,2.0,,500.0,2094.0,8.0,0,10,1,0,0
1851.0,0.0,2.4,1.0,2.0,0.0,59.0,0.1,151.0,3.0,18.0,278.0,1198.0,2892.0,10.0,0,5,1,1,0
